Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1648753,5-Jan-15,13-Nov-14,4767,2440879,0,512,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648753,SRX757880,3174303,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743027,SAMN03174303,simple,11676,Human immunodeficiency virus 1,5-296_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6B86ACCCA61C34BD0D77D905C7817400,7E476F84E68C4FEF0891D0721A55A9B7
SRR1648623,5-Jan-15,13-Nov-14,3766,1933678,0,513,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648623,SRX757750,3174173,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742897,SAMN03174173,simple,11676,Human immunodeficiency virus 1,2-205_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,839ED8CDEB1E0AF1F813BAA1B725D344,19F336CD2D93DC890172DF5C72108123
SRR1648624,5-Jan-15,13-Nov-14,2724,1394055,0,511,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648624,SRX757751,3174174,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742898,SAMN03174174,simple,11676,Human immunodeficiency virus 1,2-205_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,924ABD7902C3BCA07C9F351A56DBD32A,18D0C48E36B5E802A884937A70D1F0E4
SRR1648625,5-Jan-15,13-Nov-14,3547,1757151,0,495,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648625,SRX757752,3174175,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742899,SAMN03174175,simple,11676,Human immunodeficiency virus 1,2-209_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CFD3B3BD57BC1B606CAF9E1CB4CFE777,9E8C663182A790EE85877A724BC452B2
SRR1648626,5-Jan-15,13-Nov-14,3793,1881431,0,496,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648626,SRX757753,3174176,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742900,SAMN03174176,simple,11676,Human immunodeficiency virus 1,2-209_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,823D4D6FA1995A9CABEE88BEE9F13445,0E7F043AA72F9A2EDAC86CD0414EB41F
SRR1648627,5-Jan-15,13-Nov-14,3644,1795838,0,492,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648627,SRX757754,3174177,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742901,SAMN03174177,simple,11676,Human immunodeficiency virus 1,2-213_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CDC4AF4BA3798E17E7779AA7BC21F73E,1648C6CE27E785FEB3CFF1CA6E2FD155
SRR1648628,5-Jan-15,13-Nov-14,2976,1457425,0,489,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648628,SRX757755,3174178,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742902,SAMN03174178,simple,11676,Human immunodeficiency virus 1,2-213_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,00F6DC5B2022D75F88271D0596B4BB31,F4089D3C4AA78AD54C2AF6348C71DCDA
SRR1648629,5-Jan-15,13-Nov-14,3639,1776342,0,488,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648629,SRX757756,3174179,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742903,SAMN03174179,simple,11676,Human immunodeficiency virus 1,2-217_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1F01017199020645674334780E3E8EF5,4D1633F3D74A2FE768615EE49EB3F5EA
SRR1648630,5-Jan-15,13-Nov-14,3963,1931702,0,487,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648630,SRX757757,3174180,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742904,SAMN03174180,simple,11676,Human immunodeficiency virus 1,2-217_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,0FBD0300611DBB3D88414C0B5EEA093D,AA2A4AB3C76D1EA09CCC07694F138354
SRR1648631,5-Jan-15,13-Nov-14,3853,1932502,0,501,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648631,SRX757758,3174181,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742905,SAMN03174181,simple,11676,Human immunodeficiency virus 1,2-221_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4F188F9C461AF538A5332B88A1CFC945,662DEAB9C100E6E6422CA90EA791A08D
SRR1648632,5-Jan-15,13-Nov-14,4090,2064453,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648632,SRX757759,3174182,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742906,SAMN03174182,simple,11676,Human immunodeficiency virus 1,2-221_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6EDB76C532F18376AC44CA72FF573060,B99EECC93CB5D12FC5A40F4465996725
SRR1648633,5-Jan-15,13-Nov-14,3727,1860136,0,499,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648633,SRX757760,3174183,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742907,SAMN03174183,simple,11676,Human immunodeficiency virus 1,2-225_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,2A377A6A20100870B2547D9817BEAA33,1F937F0459594B29D2D60481A3DD44D8
SRR1648634,5-Jan-15,13-Nov-14,3741,1871652,0,500,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648634,SRX757761,3174184,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742908,SAMN03174184,simple,11676,Human immunodeficiency virus 1,2-225_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,58D5A4B37CE093C6492F6EDDB5185AE7,824539C1C9C67E2B3B3EFF2D8ACEBD02
SRR1648635,5-Jan-15,13-Nov-14,2578,1293616,0,501,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648635,SRX757762,3174185,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742909,SAMN03174185,simple,11676,Human immunodeficiency virus 1,2-229_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,2894A159EB4EAA9DF42AFAC45768D9C5,875EC936B5874C018E66E359DF790490
SRR1648636,5-Jan-15,13-Nov-14,3199,1612194,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648636,SRX757763,3174186,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742910,SAMN03174186,simple,11676,Human immunodeficiency virus 1,2-229_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,B5EBAB0CE1F5348605483B5559563FC8,F9B5A8B6F1204783DF68D98362B8BF8F
SRR1648637,5-Jan-15,13-Nov-14,3334,1686831,0,505,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648637,SRX757764,3174187,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742911,SAMN03174187,simple,11676,Human immunodeficiency virus 1,2-233_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,127FF92C7476601D64420ACB32D76AC6,9AB47C5A647B0DEAED08636D4C100DF9
SRR1648638,5-Jan-15,13-Nov-14,2773,1403975,0,506,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648638,SRX757765,3174188,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742912,SAMN03174188,simple,11676,Human immunodeficiency virus 1,2-233_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4D5A17173FE8F1782CAF442180231726,0E118D4A2603321CCDDAF8891E444F5A
SRR1648639,5-Jan-15,13-Nov-14,3343,1670002,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648639,SRX757766,3174189,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742913,SAMN03174189,simple,11676,Human immunodeficiency virus 1,2-237_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,24B4760BA02FA7DB6484AAFD336A5498,156775718812DA5C0676D628EB803709
SRR1648640,5-Jan-15,13-Nov-14,3531,1759509,0,498,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648640,SRX757767,3174190,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742914,SAMN03174190,simple,11676,Human immunodeficiency virus 1,2-237_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8D89D9E9D236AB729EA30E7DA896F396,05BF4EF72126FA8E34EE8280004EE6CC
SRR1648641,5-Jan-15,13-Nov-14,3779,1904621,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648641,SRX757768,3174191,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742915,SAMN03174191,simple,11676,Human immunodeficiency virus 1,2-241_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3D3F7E49EB2FEFA2D9B7220A2CC285FA,FE5E960B93FA5D6C48E219FF91584520
SRR1648642,5-Jan-15,13-Nov-14,2297,1157542,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648642,SRX757769,3174192,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742916,SAMN03174192,simple,11676,Human immunodeficiency virus 1,2-241_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,609D3B2F0E7C5A42F2823ADBD1E77085,C905A979001B462201D7941DBBDA7F39
SRR1648643,5-Jan-15,13-Nov-14,3377,1710390,0,506,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648643,SRX757770,3174193,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742917,SAMN03174193,simple,11676,Human immunodeficiency virus 1,2-245_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D778FAB848C852EAE43042200195A75C,CB158CF5D22615D3C770597544CD4FF2
SRR1648644,5-Jan-15,13-Nov-14,4041,2039535,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648644,SRX757771,3174194,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742918,SAMN03174194,simple,11676,Human immunodeficiency virus 1,2-245_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E61893E889DE6EACCCB1F9813579034F,46DC23010F4811FA550F37855B4C7A21
SRR1648645,5-Jan-15,13-Nov-14,3111,1618578,0,520,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648645,SRX757772,3174195,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742919,SAMN03174195,simple,11676,Human immunodeficiency virus 1,2-249_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E8A5C4176158CDA87749E0160FA56C30,4973AF33E86D7AD95A8AD70F13DCC321
SRR1648646,5-Jan-15,13-Nov-14,3168,1648073,0,520,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648646,SRX757773,3174196,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742920,SAMN03174196,simple,11676,Human immunodeficiency virus 1,2-249_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,B7383BBDE038DA79EB604D74124E8E06,D2A6F54CE23FE567BC6F02A4A3AEA74A
SRR1648647,5-Jan-15,13-Nov-14,3465,1760271,0,508,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648647,SRX757774,3174197,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742921,SAMN03174197,simple,11676,Human immunodeficiency virus 1,2-253_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6E92593E7765BFE92D8AEA52E3B2FF1D,13DCA91D13CA45E8EA91EC11E0EEF161
SRR1648648,5-Jan-15,13-Nov-14,3470,1759709,0,507,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648648,SRX757775,3174198,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742922,SAMN03174198,simple,11676,Human immunodeficiency virus 1,2-253_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D7DFDDBA6A24663A087B42D1A7A022CB,DBEF3F365B19AB05A5165B25AF88BA38
SRR1648649,5-Jan-15,13-Nov-14,3619,1854370,0,512,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648649,SRX757776,3174199,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742923,SAMN03174199,simple,11676,Human immunodeficiency virus 1,2-257_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E1827313C71E7692EF0B36C2C4AE90C3,243B47679438C389EAB74459F0864840
SRR1648650,5-Jan-15,13-Nov-14,2710,1387225,0,511,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648650,SRX757777,3174200,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742924,SAMN03174200,simple,11676,Human immunodeficiency virus 1,2-257_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5A594B25FFFBE73529D8B06A660B7484,CF2DAF139B29C9CAEFC2C5CCF27D0A66
SRR1648651,5-Jan-15,13-Nov-14,3233,1611911,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648651,SRX757778,3174201,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742925,SAMN03174201,simple,11676,Human immunodeficiency virus 1,2-261_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6731114B3148B55FAAF269FE9C1B68A1,05A50913FE1439EF165CD0B78938BF9A
SRR1648652,5-Jan-15,13-Nov-14,3323,1658048,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648652,SRX757779,3174202,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742926,SAMN03174202,simple,11676,Human immunodeficiency virus 1,2-261_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7981B731F936CD398E4EF922C0B796D5,BDF919F1FADA69090A7516DDC209B615
SRR1648653,5-Jan-15,13-Nov-14,3403,1711958,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648653,SRX757780,3174203,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742927,SAMN03174203,simple,11676,Human immunodeficiency virus 1,2-266_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AA15604B339E5A590441B1B2914282D3,A080A04959E0E97BDC2E9A5B4671D2FF
